Geography,Geographic Area Name,Total,T_ Under 18 years,T_ 18 to 34 years,T_ 35 to 64 years,T_ 65 years and over,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Hispanic or Latino,T_ White,T_ Less than high school graduate,T_ High school graduate,T_ Bachelor's degree or higher,T_ Employed,T_ Employed | Male,T_ Employed | Female,BP_ | Total,BP_ | Under 18 years,BP_ | 18 to 34 years,BP_ | 35 to 64 years,BP_ | 65 years and over,BP_ | Male,BP_ | Female,BP_ | African American,BP_ | American Indian/ Alaska Native,BP_ | Asian,BP_ | Hawaiian/ Pacific Islander,BP_ | Two or more races,BP_ | Hispanic or Latino,BP_ | White,BP_ | Less than high school graduate,BP_ | High school graduate,BP_ | Bachelor's degree or higher,BP_ | Employed,BP_ | Employed | Male,BP_ | Employed | Female,BP_ | 50%,BP_ | 125%,BP_ | 150%,BP_ | 185%,BP_ | 200%,BP_ | 300%,BP_ | 400%,BP_ | 500%,state,county
0500000US19061,"Dubuque County, Iowa",95201,21709,19517,34987,18988,46672,48529,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,84038,4037,21060,22689,51271,25966,25305,8740,1445,2754,2371,2170,2988,5752,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,7249,659,2303,1396,3676,1203,2473,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19,061
0500000US19103,"Johnson County, Iowa",148122,29574,47814,49960,20774,71701,76421,11206,-999999999,-999999999,-999999999,12150,10010,111046,2930,14483,51254,84964,41172,43792,24174,2733,16846,3743,852,10937,13237,2051,-999999999,-999999999,-999999999,3358,2850,15627,309,2070,2304,11781,4875,6906,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19,103
0500000US19113,"Linn County, Iowa",223381,49854,48057,86226,39244,110795,112586,13336,-999999999,-999999999,-999999999,15137,9504,185535,6854,42571,55078,116679,61513,55166,22139,5866,6891,6670,2712,8416,13723,1816,-999999999,-999999999,-999999999,4189,2155,14440,2183,5371,1420,7167,2542,4625,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19,113
0500000US19153,"Polk County, Iowa",496369,119627,115975,191366,69401,247028,249341,37736,-999999999,25996,-999999999,36060,53006,359466,28445,77903,138099,275084,143924,131160,58031,20635,16719,13825,6852,26345,31686,13409,-999999999,3678,-999999999,5780,9853,28760,7902,10372,3633,17170,6231,10939,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19,153
0500000US19155,"Pottawattamie County, Iowa",89718,20771,18301,34329,16317,43784,45934,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,75600,5620,21779,13575,46899,24357,22542,10882,4327,1392,3272,1891,4858,6024,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,9045,1168,2720,350,1549,691,858,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19,155
0500000US19163,"Scott County, Iowa",170187,38524,34733,67139,29791,84374,85813,10909,-999999999,5009,-999999999,14625,12709,131118,6480,30887,45476,88618,46438,42180,17308,4205,4683,6366,2054,7733,9575,3039,-999999999,388,-999999999,3048,1279,9762,690,3717,1764,5546,1969,3577,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19,163
0500000US19169,"Story County, Iowa",85908,15348,31928,25642,12990,43803,42105,-999999999,-999999999,-999999999,-999999999,3935,-999999999,71407,1538,8620,28041,48457,25473,22984,14441,1751,10263,1765,662,8199,6242,-999999999,-999999999,-999999999,-999999999,564,-999999999,11434,398,932,1375,5605,2973,2632,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19,169
0500000US19193,"Woodbury County, Iowa",103528,26369,22075,38676,16408,52877,50651,-999999999,-999999999,-999999999,-999999999,14587,20547,69014,8642,21686,13880,51394,27715,23679,13099,4249,1622,4745,2483,6351,6748,-999999999,-999999999,-999999999,-999999999,2240,3083,7787,1808,2878,526,2527,917,1610,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,19,193
0500000US20015,"Butler County, Kansas",65916,16774,12792,25179,11171,32616,33300,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,57103,1834,11925,16153,32123,16957,15166,5797,2047,1416,1488,846,2706,3091,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,5155,569,1025,403,1136,561,575,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,20,015
0500000US20045,"Douglas County, Kansas",112339,20565,36328,39025,16421,56800,55539,-999999999,-999999999,-999999999,-999999999,11660,-999999999,85524,2842,12787,39095,62328,33489,28839,15391,1453,9156,4285,497,7228,8163,-999999999,-999999999,-999999999,-999999999,2226,-999999999,11068,1063,1548,1352,6354,3172,3182,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,20,045
0500000US20091,"Johnson County, Kansas",617051,143973,131903,240796,100379,305435,311616,30119,-999999999,26299,-999999999,66226,58559,469600,15139,59078,245248,346732,181800,164932,32606,7057,9852,8792,6905,14412,18194,2485,-999999999,3202,-999999999,6855,3961,19170,2669,5900,5770,9730,4594,5136,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,20,091
0500000US20103,"Leavenworth County, Kansas",79275,19566,16379,29509,13821,40298,38977,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,62431,2897,12652,20843,36256,18374,17882,5562,1187,1298,1762,1315,2244,3318,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,4034,697,1233,340,1958,450,1508,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,20,103
0500000US20161,"Riley County, Kansas",61182,11409,25119,16597,8057,32136,29046,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,45368,1712,5902,16949,31810,16049,15761,11974,1269,7933,1114,1658,6421,5553,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,8964,1028,1005,1239,4637,2085,2552,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,20,161
0500000US20173,"Sedgwick County, Kansas",517384,126341,121018,185788,84237,256292,261092,40883,-999999999,20698,-999999999,68104,87558,336252,34069,86909,109299,259959,136601,123358,70904,24158,18512,20867,7367,30664,40240,14009,-999999999,3601,-999999999,13481,14893,32766,7821,14794,5412,18253,7306,10947,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,20,173
0500000US20177,"Shawnee County, Kansas",173633,40196,34308,64950,34179,85789,87844,10731,-999999999,-999999999,-999999999,23349,24618,124339,8999,37305,38264,82901,41340,41561,21993,4363,5319,8803,3508,10485,11508,1761,-999999999,-999999999,-999999999,3543,4883,13099,2717,6607,1781,5066,1806,3260,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,20,177
0500000US20209,"Wyandotte County, Kansas",163536,44039,38398,57676,23423,81245,82291,29756,-999999999,-999999999,-999999999,28496,56292,59136,18375,33204,21471,78612,42160,36452,27599,9469,6979,7813,3338,11963,15636,4404,-999999999,-999999999,-999999999,4094,12176,8498,3947,5147,1848,7243,3253,3990,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,20,209
0500000US21015,"Boone County, Kentucky",139370,35417,29056,54174,20723,68954,70416,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,113028,5940,24713,33855,71259,36127,35132,10693,2879,2416,3681,1717,4167,6526,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,7077,1261,2351,793,2531,734,1797,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,015
0500000US21029,"Bullitt County, Kentucky",84507,17805,16433,35373,14896,42487,42020,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,77114,5122,24052,11525,44814,23251,21563,6436,1580,861,3034,961,2185,4251,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,6217,832,2039,0,2711,907,1804,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,029
0500000US21037,"Campbell County, Kentucky",92071,18475,21632,35418,16546,45541,46530,-999999999,-999999999,-999999999,-999999999,5417,-999999999,83087,5543,18289,25309,50648,25301,25347,9145,2214,2131,3015,1785,3606,5539,-999999999,-999999999,-999999999,-999999999,1552,-999999999,6981,1500,2214,777,1925,500,1425,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,037
0500000US21047,"Christian County, Kentucky",67616,20661,19201,18414,9340,33887,33729,11697,-999999999,-999999999,-999999999,7925,-999999999,43306,3052,13403,9509,23592,11640,11952,11694,4914,3448,1895,1437,4877,6817,5879,-999999999,-999999999,-999999999,1121,-999999999,4039,841,2510,796,2483,429,2054,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,047
0500000US21059,"Daviess County, Kentucky",101522,24400,21789,37089,18244,49156,52366,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,85974,5899,24251,17859,51289,25557,25732,18907,7218,3992,5702,1995,9223,9684,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,16015,1844,5139,583,4159,1481,2678,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,059
0500000US21067,"Fayette County, Kentucky",307461,65712,83202,111433,47114,150385,157076,42906,-999999999,12604,-999999999,26747,29254,205743,11760,39100,104012,169585,89067,80518,49345,13455,20965,12028,2897,19803,29542,6942,-999999999,1758,-999999999,6358,12056,24998,3617,5979,5401,16525,7035,9490,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,067
0500000US21093,"Hardin County, Kentucky",109515,26981,22635,42518,17381,53881,55634,11260,-999999999,-999999999,-999999999,9749,7225,81598,4630,25135,17808,51510,27560,23950,17295,5896,4453,5302,1644,6680,10615,3481,-999999999,-999999999,-999999999,2493,2703,9799,1269,3592,1046,4291,1307,2984,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,093
0500000US21111,"Jefferson County, Kentucky",759279,169188,170231,286221,133639,369077,390202,156951,-999999999,22866,-999999999,81390,65210,469293,43409,139366,197476,373330,194157,179173,121836,39064,30438,36452,15882,51930,69906,42858,-999999999,3122,-999999999,19782,19936,47732,15198,25659,12559,23395,10451,12944,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,111
0500000US21117,"Kenton County, Kentucky",170110,39208,38735,64820,27347,83886,86224,-999999999,-999999999,-999999999,-999999999,10681,8016,145050,7706,33273,45789,88838,48551,40287,17483,5694,2851,6138,2800,6316,11167,-999999999,-999999999,-999999999,-999999999,2597,1745,12785,2450,4162,1736,3565,1528,2037,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,117
0500000US21145,"McCracken County, Kentucky",66365,14694,13536,24034,14101,31783,34582,6813,-999999999,-999999999,-999999999,-999999999,-999999999,53647,2998,15754,12143,33031,16384,16647,10382,3218,2378,3329,1457,5406,4976,3188,-999999999,-999999999,-999999999,-999999999,-999999999,6587,749,3677,509,3175,1455,1720,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,145
0500000US21151,"Madison County, Kentucky",91072,19979,23860,33182,14051,44516,46556,-999999999,-999999999,-999999999,-999999999,4587,-999999999,81040,4472,17852,22425,47974,25582,22392,11840,3513,3974,3116,1237,5450,6390,-999999999,-999999999,-999999999,-999999999,899,-999999999,10546,1011,2432,1017,2603,1336,1267,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,151
0500000US21185,"Oldham County, Kentucky",66215,16946,11120,28089,10060,33730,32485,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,58605,1845,8828,21842,34372,19138,15234,4400,1172,617,1518,1093,1986,2414,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,3206,311,1368,544,958,310,648,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,185
0500000US21199,"Pulaski County, Kentucky",64972,14593,12282,25331,12766,32171,32801,-999999999,-999999999,-999999999,-999999999,2811,-999999999,59904,4891,17927,8410,26277,13900,12377,10174,2940,1751,3825,1658,4935,5239,-999999999,-999999999,-999999999,-999999999,681,-999999999,9413,1847,2826,369,1484,708,776,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,199
0500000US21227,"Warren County, Kentucky",137387,32712,38963,46320,19392,66267,71120,-999999999,-999999999,-999999999,-999999999,11327,-999999999,102374,7748,20820,29479,72618,36258,36360,18790,3306,8962,3875,2647,6994,11796,-999999999,-999999999,-999999999,-999999999,1298,-999999999,11940,2087,3311,1504,8588,2923,5665,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,21,227
0500000US22005,"Ascension Parish, Louisiana",130823,34216,27085,52062,17460,64515,66308,27314,-999999999,-999999999,-999999999,15602,-999999999,83069,6787,29966,22969,66886,34655,32231,13339,3212,4121,4886,1120,5393,7946,5541,-999999999,-999999999,-999999999,524,-999999999,5867,1574,3524,1015,4434,1688,2746,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,22,005
